1,0.1,0,0,0,22.5515193150834,22.910995567563,22.8042668672957,54.1319205691752,52.2736400952642,51.9311331305447
1,0.2,2,0,0,22.5515193150834,25.9062303215056,23.1724300981196,249.454291136316,56.2643449887896,52.1094541743254
1,0.3,9,0,0,22.5515193150834,26.7614627061212,29.3665061724982,1090.74497547208,87.1784131682936,79.3965322902719
1,0.4,12,0,0,22.5515193150834,66.7674580201315,68.6035858572531,1456.20842052551,271.14385241708,172.76212712013
1,0.5,12,3,5,22.5515193150834,208.910688458096,155.361985311207,1229.64353794746,694.052335852054,445.729615816007
1,0.6,3,2,1,22.5515193150834,171.884359541611,83.7847535605389,494.22313140352,536.07930752432,288.955512441343
1,0.7,2,4,0,22.5515193150834,152.875173238383,25.176266942339,262.84619340291,390.698099338449,89.4853474687601
1,0.8,1,0,0,22.5515193150834,97.0592942032503,24.64199243979,216.738304627572,144.339879608885,86.2921067130221
1,0.9,1,0,0,22.5515193150834,82.5623063901065,26.5207206420757,208.279241254314,117.415393354654,83.4833344453301
1,1,1,0,0,22.5515193150834,157.563532659797,25.7294354842978,154.929399215612,116.562604430952,78.6311056274785
2,0.1,0,0,0,17.2878952344825,17.2878952344825,17.2878952344825,43.4741028207834,43.4741028207834,43.4741028207834
2,0.2,0,0,0,17.2878952344825,17.4685174250211,17.3277317530294,47.5976431703957,45.4492672143852,43.5167565842722
2,0.3,3,0,0,17.2878952344825,19.0331834804662,19.7713628749773,206.11933956081,60.9935388412064,51.0409225047511
2,0.4,9,0,0,17.2878952344825,53.9298456044166,39.6433262277629,804.709380739065,264.439672256806,137.911468327202
2,0.5,15,3,3,17.2878952344825,130.214570578697,107.09224893798,1564.10967876236,479.196307092305,390.538091745652
2,0.6,3,0,0,17.2878952344825,129.328755416508,36.9820362892867,700.662033830916,310.904522671359,202.684306047578
2,0.7,3,0,0,17.2878952344825,57.8774367746846,20.1765676717676,316.477368127214,136.493413901107,81.2202976838568
2,0.8,2,0,0,17.2878952344825,44.4411961332592,19.1570169987858,224.258672106801,102.476606068528,78.7037088117991
2,0.9,1,0,0,17.2878952344825,34.2927985297883,18.3530286827091,165.788274138403,86.157343363851,75.4895377352609
2,1,0,0,0,17.2878952344825,57.8920445353766,17.9946105060982,125.237236679711,94.2274387438569,70.1220843462017
3,0.1,0,0,0,22.0837037233487,22.0837037233487,22.0799121400257,48.1237182302807,48.1237182302807,48.1275379378806
3,0.2,0,0,0,22.0837037233487,24.4107107314558,22.9034687352174,106.400724643596,52.1908171939539,49.0198621945237
3,0.3,6,0,0,22.0837037233487,36.5030163478932,42.3171265807038,738.210534209799,120.534144215083,113.63283235121
3,0.4,14,2,2,22.0837037233487,96.5293213730207,92.5608656818699,1852.58609286936,375.507726926321,273.243548108261
3,0.5,15,4,3,22.0837037233487,212.240746678001,118.431108728437,1282.08450323599,640.212631927925,348.828278143284
3,0.6,3,2,0,22.0837037233487,164.417025312418,28.5382482307647,572.155951352386,484.317846515032,169.662996147722
3,0.7,1,2,0,22.0837037233487,141.346066968552,25.7450025076149,325.791456151047,226.963588664835,86.0861479805183
3,0.8,1,0,0,22.0837037233487,96.5769754244727,25.1130218702436,257.367392770929,142.242553656296,82.7800217312039
3,0.9,2,0,0,22.0837037233487,76.6725302558242,24.8025743020331,230.357173842081,108.484377404681,79.9231962033098
3,1,1,0,0,22.0837037233487,74.1323686815539,24.4233108766523,163.354272265968,106.969302594023,74.8062678313269
4,0.1,0,0,0,19.5651835104315,19.7035973085636,19.6739459708642,45.9065543517304,44.865735290622,44.6016158182266
4,0.2,2,0,0,19.5651835104315,22.2069284691481,19.9429139492307,204.368893729633,48.3101304450188,44.8444435456924
4,0.3,8,0,0,19.5651835104315,23.0824037567323,31.3569738763426,1014.37072753926,77.045036080555,70.0659400736264
4,0.4,12,0,0,19.5651835104315,58.5489380964531,64.9409158477054,1555.16143184608,253.569524169048,160.50889446212
4,0.5,15,3,4,19.5651835104315,211.879132531242,160.319116251619,1320.29110673597,731.037533003308,440.535446296049
4,0.6,4,2,1,19.5651835104315,206.208879563234,79.0542099677282,568.961203650916,622.788455208522,281.865636885262
4,0.7,2,3,0,19.5651835104315,151.751429150766,22.9941472602608,316.847750311256,404.331152908914,81.9269824760802
4,0.8,2,4,0,19.5651835104315,135.434544419393,22.4168213895963,269.935502452761,364.548151413505,78.767122606353
4,0.9,2,1,0,19.5651835104315,99.5673884059804,23.4090902254522,242.879662481571,133.222003395034,76.0783646207587
4,1,2,0,0,19.5651835104315,132.291340640086,22.4285547334737,184.109096570068,115.223206470597,71.2156957822435
5,0.1,0,0,0,14.7937841537911,14.7937841537911,14.7937841537911,36.3433870463686,36.3433870463686,36.3433870463686
5,0.2,0,0,0,14.7937841537911,14.8678432469995,14.798204594442,37.9098684950518,37.425968085453,36.3827914148999
5,0.3,1,0,0,14.7937841537911,16.2267057896863,17.1422906644103,158.371647816702,52.0843249957069,43.7390760534703
5,0.4,7,0,0,14.7937841537911,50.5834206166586,36.9542756885728,726.307273596186,251.037393880486,130.380576205055
5,0.5,15,3,3,14.7937841537911,159.410645016384,104.06860639448,1569.32164675104,576.70472927326,382.924252263999
5,0.6,4,0,0,14.7937841537911,135.905808117275,35.3044300054281,720.910666475013,326.476552465072,195.536013324866
5,0.7,3,0,0,14.7937841537911,54.8115894123912,17.6286499862444,322.675257353438,127.960481946272,74.0661107499542
5,0.8,2,0,0,14.7937841537911,41.7346809558834,16.4859439661917,212.685372945948,92.3978088215705,71.2565923564084
5,0.9,1,0,0,14.7937841537911,32.5678665557415,15.8308093501251,146.285892096453,80.4520205900309,67.8863000548868
5,1,0,0,0,14.7937841537911,51.8216964461642,15.3962830284481,103.635242389844,81.6789657914503,62.6772921066809
6,0.1,0,0,0,19.2303320561583,19.2303320561583,19.2302111581601,40.6096628064388,40.6096628064388,40.6098481294103
6,0.2,0,0,0,19.2303320561583,21.108288497449,19.9985612132767,85.8752103289321,43.8813837252418,41.7100388007265
6,0.3,5,0,0,19.2303320561583,33.2504899245772,40.0672123198262,674.869087064307,110.16971242964,108.130923129534
6,0.4,14,2,2,19.2303320561583,103.939221633696,89.4965430894422,1825.59226627539,357.563560621846,267.782188713752
6,0.5,15,4,3,19.2303320561583,206.3778866765,117.349079291716,1351.82087016124,625.004530737618,348.81016049758
6,0.6,5,2,1,19.2303320561583,162.313465854484,70.192311972649,625.295789648904,520.650843048465,257.65875018803
6,0.7,2,0,0,19.2303320561583,140.103903060009,23.2254666765511,378.752515367436,235.935357485008,78.5755635984893
6,0.8,3,0,0,19.2303320561583,95.7730673316677,22.9246750953415,307.140869997539,150.532523859294,75.3374564915477
6,0.9,3,1,0,19.2303320561583,68.8300201834189,22.3736240702741,265.079377740195,122.373739103025,72.3303750143585
