1,1,0,0.118315198353053,0,3
1,1,1,0.118315198353053,0,3
1,2,0,7842.94266045838,26,16
1,2,1,7754.92208739814,26,27
1,3,0,0.118315198353053,0,3
1,3,1,0.118315198353053,0,3
1,4,0,0.118315198353053,0,3
1,4,1,0.118315198353053,0,3
1,5,0,0.118315198353053,0,3
1,5,1,0.118315198353053,0,3
1,6,0,0.118315198353053,0,3
1,6,1,0.118315198353053,0,3
1,7,0,0.118315198353053,0,3
1,7,1,0.118315198353053,0,3
1,8,0,254.499444275916,2,17
1,8,1,254.501817711513,2,12
1,9,0,32630.230651926,26,15
1,9,1,30198.7638318374,26,27
1,10,0,39.4652358153297,0,5
1,10,1,39.4652358153297,0,5
1,11,0,1633.11511614333,4,25
1,11,1,1614.53125376589,4,11
1,12,0,0.118315198353053,0,3
1,12,1,0.118315198353053,0,3
1,13,0,0.118315198353053,0,3
1,13,1,0.118315198353053,0,3
1,14,0,0.118315198353053,0,3
1,14,1,0.118315198353053,0,3
1,15,0,0.118315198353053,0,3
1,15,1,0.118315198353053,0,3
1,16,0,0.136514195668649,0,5
1,16,1,0.136514195668649,0,5
1,17,0,0.118315198353053,0,3
1,17,1,0.118315198353053,0,3
1,18,0,3503.43802759471,26,20
1,18,1,3406.48821466314,26,20
1,19,0,0.118315198353053,0,3
1,19,1,0.118315198353053,0,3
1,20,0,0.118315198353053,0,3
1,20,1,0.118315198353053,0,3
1,21,0,0.118315198353053,0,3
1,21,1,0.118315198353053,0,3
1,22,0,0.118315198353053,0,3
1,22,1,0.118315198353053,0,3
1,23,0,0.118315198353053,0,3
1,23,1,0.118315198353053,0,3
1,24,0,91.325074309786,1,4
1,24,1,91.325074309786,1,4
1,25,0,0.118315198353053,0,3
1,25,1,0.118315198353053,0,3
1,26,0,0.118315198353053,0,3
1,26,1,0.118315198353053,0,3
1,27,0,0.118315198353053,0,3
1,27,1,0.118315198353053,0,3
1,28,0,0.118315198353053,0,3
1,28,1,0.118315198353053,0,3
1,29,0,75.8209930116762,1,4
1,29,1,75.8209930116762,1,4
1,30,0,0.118315198353053,0,3
1,30,1,0.118315198353053,0,3
1,31,0,0.118315198353053,0,3
1,31,1,0.118315198353053,0,3
1,32,0,0.118315198353053,0,3
1,32,1,0.118315198353053,0,3
1,33,0,0.118315198353053,0,3
1,33,1,0.118315198353053,0,3
1,34,0,6281.50378522505,6,12
1,34,1,5274.62604892566,6,8
1,35,0,2.80211240623313,0,3
1,35,1,2.80211240623313,0,3
1,36,0,0.118315198353053,0,3
1,36,1,0.118315198353053,0,3
1,37,0,0.118315198353053,0,3
1,37,1,0.118315198353053,0,3
1,38,0,862.970717389668,2,18
1,38,1,858.718173504056,2,15
1,39,0,0.118315198353053,0,3
1,39,1,0.118315198353053,0,3
1,40,0,0.118315198353053,0,3
1,40,1,0.118315198353053,0,3
1,41,0,6.69588500041981,0,3
1,41,1,6.69588500041981,0,3
1,42,0,0.118315198353053,0,3
1,42,1,0.118315198353053,0,3
1,43,0,0.118315198353053,0,3
1,43,1,0.118315198353053,0,3
1,44,0,0.118315198353053,0,3
1,44,1,0.118315198353053,0,3
1,45,0,0.118315198353053,0,3
1,45,1,0.118315198353053,0,3
1,46,0,0.118315198353053,0,3
1,46,1,0.118315198353053,0,3
1,47,0,0.118315198353053,0,3
1,47,1,0.118315198353053,0,3
1,48,0,0.118315198353053,0,3
1,48,1,0.118315198353053,0,3
1,49,0,0.118315198353053,0,3
1,49,1,0.118315198353053,0,3
1,50,0,0.118315198353053,0,3
1,50,1,0.118315198353053,0,3
1,51,0,4854.99505842134,14,16
1,51,1,5095.47109088515,15,14
1,52,0,77.2157940283868,0,5
1,52,1,77.2157940283868,0,5
1,53,0,179.758430151606,0,7
1,53,1,179.758430151606,0,7
1,54,0,18566.2542751488,26,7
1,54,1,17132.2358316146,26,13
1,55,0,5223.06945859732,6,15
1,55,1,4649.855596496,6,8
1,56,0,1377.94044022583,13,9
1,56,1,1377.94044022583,13,9
1,57,0,0.373069567151154,0,3
1,57,1,0.373069567151154,0,3
1,58,0,85330.8298272944,26,14
1,58,1,84986.4101553187,26,48
